gene_accession,SOY05u_t2_M_MB,SOY01u_t2_M_MB,SOY04e_t2_M_MB,SOY03e_t2_M_MB,SOY02u_t2_M_MB,SOY05e_t2_M_MB,SOY02e_t2_M_MB,SOY03u_t2_M_MB,SOY01e_t2_M_MB,SOY04u_t2_M_MB
MEG_2435/Drugs/betalactams/Class_A_betalactamases/CTX,78,0,0,4,88,2848,0,0,785,36
MEG_6789/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,2
MEG_4276/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEC,0,76,0,34,204,0,0,62,0,186
MEG_7184/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,22,86,26,12,22,46,54,34,26,110
MEG_5358/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,48
MEG_3861/Metals/Mercury_resistance/Mercury_resistance_regulator/MERD,2,0,1,0,0,2,0,0,0,0
MEG_2765/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,12,0,0,16,0
MEG_3248/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,38,0,0,40,0,37,0,20,86
MEG_6046/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,0,0,2,0,6,0,0,2,0,8
MEG_7083/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,50,113,69,59,183,108,40,153,245,374
MEG_7063/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,25,16,16,18,13,0,27,52,40
MEG_7682/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/VGA,0,0,0,0,0,0,0,92,56,96
MEG_969/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_7183/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,0,0,0,84,66,0,208,0,0
MEG_801/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,2,1
MEG_1565/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,20,0,0,0
MEG_3913/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXG,0,0,0,0,22,0,0,0,0,0
MEG_6502/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILC,2,0,0,0,11,19,6,6,0,0
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,23,20,70,104,466,281,673,61,602,200
MEG_6605/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,6,0,0,0,0,0,6,2,2
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,20,0,12,0,311,55,18,0,17,76
MEG_7146/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,87,88,70,81,181,129,93,133,187,219
MEG_294/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,12,0,0
MEG_5302/Drugs/betalactams/Class_A_betalactamases/OXY,1,0,0,0,6,0,0,0,0,0
MEG_6941/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_1611/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,2,0,0,0,0,2,0,0
MEG_5332/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,24,81,45,0,137,67,37,75,96,104
MEG_411/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,0,5,6,27,89,15,20,0,39
MEG_6927/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,8,4,0,0,0
MEG_793/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,1,0,0,0,0,0,0,0,0
MEG_7331/Drugs/Glycopeptides/VanA_type_resistance_protein/VAN,242,0,0,0,10,0,1366,86,0,454
MEG_6650/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TCR3,0,0,0,0,98,0,0,0,0,60
MEG_3897/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,1,0,0,0,0,21,0,0,0,0
MEG_1287/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,0,0,0,6,0,0,14
MEG_2681/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,2,0,0,0,0,0
MEG_6812/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,0,0
MEG_6508/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/SILR,18,0,0,0,0,10,0,29,0,0
MEG_7289/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/TTGB,0,0,0,0,93,0,0,0,0,70
MEG_2679/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,12,0,0,0,0,4
MEG_3647/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LSAC,0,0,0,0,108,0,0,0,120,232
MEG_7887/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,1,0,4,0,0,2
MEG_3892/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,4,0,0,0,0
MEG_6584/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,1,2,0
MEG_2112/Drugs/betalactams/Class_B_betalactamases/CPS,0,0,28,0,0,0,52,38,22,32
MEG_1142/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSA,0,0,0,0,150,101,0,0,0,0
MEG_2717/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/EMHC,0,0,0,0,55,0,0,0,0,0
MEG_4083/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MTRD,0,0,0,0,207,0,0,0,0,184
MEG_6589/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,2,0,0,0,0,0,3,0,4
MEG_3/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,687,961,485,736,2008,947,954,1193,1004,2161
MEG_6086/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,0,0,0,0,0,0,0,150
MEG_5382/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,110,202,146,134,347,269,173,358,268,519
MEG_6963/Drugs/Tetracyclines/Tetracycline_resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,1310,1416,912,1129,2557,1407,1305,2164,1739,3427
MEG_497/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,2,6,36,20,6,10,0,9
MEG_7485/Drugs/Glycopeptides/VanO_type_regulator/VANRO,0,0,0,0,28,0,0,0,0,0
MEG_2515/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,6,0,0
MEG_1585/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,0,8
MEG_7000/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET47,0,0,0,0,0,0,0,0,0,40
MEG_5882/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,34,0,0,0,0
MEG_1162/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSCM,23,0,7,0,7,0,0,0,0,3
MEG_2829/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,0,0,0,0,64
MEG_5793/Drugs/betalactams/Class_A_betalactamases/PME,0,0,0,0,26,0,0,0,0,0
MEG_1053/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,21,33,12,52,114,17,21,20,16,28
MEG_6934/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_2927/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,4,0,0,0,0
MEG_6664/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,6,6,0,0
MEG_6172/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEA,0,34,0,0,0,0,26,60,52,118
MEG_389/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,4,0,0,0,0,24
MEG_1045/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,16,27,6,73,77,15,40,17,33,46
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,53,41,20,38,61,84,10,32,371,127
MEG_6906/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2017/Metals/Copper_resistance/Copper_resistance_regulator/COMR,0,0,3,0,44,54,8,10,0,11
MEG_1185/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AXY,0,0,0,0,238,0,0,0,0,198
MEG_1701/Metals/Sodium_resistance/Sodium_resistance_protein/CHAA,0,0,18,18,138,170,46,37,0,109
MEG_2946/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,180,200,138,172,211,225,208,336,334,561
MEG_6112/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,79,86,59,85,177,95,90,164,142,232
MEG_6102/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,104,165,74,81,206,139,119,176,102,320
MEG_6509/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/SILS,18,0,0,12,85,96,4,22,0,0
MEG_4044/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,0,0,0,0,0,0,18,24
MEG_1702/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CHR,0,0,0,0,0,0,0,0,0,24
MEG_4056/Drugs/Cationic_antimicrobial_peptides/Defensin_resistant_mprF/MPRF,0,0,0,0,0,0,28,68,0,48
MEG_7134/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,82,72,54,52,161,96,45,115,118,182
MEG_6683/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_3374/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,18,10,0
MEG_2991/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,2,0,93,2,0,0,0,0
MEG_4065/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,0,58,66,0
MEG_944/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,12,0,0,0,1,6,5,0,0
MEG_2764/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,0,0,0,8
MEG_6660/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_8440/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,38,0,40,0
MEG_1591/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,52,0,0,0,0,0,0,0,0
MEG_7813/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YCHH,0,0,2,0,50,31,0,2,0,6
MEG_1170/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSP,0,0,0,0,70,46,30,0,46,80
MEG_3174/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/GRM,0,0,0,0,72,0,0,0,0,0
MEG_6093/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,648,1294,597,543,2391,985,996,1456,721,2421
MEG_3661/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,0,0,1,0,0,14,0,4,6,4
MEG_4289/Drugs/betalactams/Mutant_porin_proteins/OMPFB/RequiresSNPConfirmation,0,0,16,0,91,160,19,18,0,82
MEG_4026/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,0,0,0,0,0,0,64,96
MEG_8289/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPK/RequiresSNPConfirmation,22,0,18,0,193,48,31,0,0,36
MEG_2734/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EMRR,16,0,16,6,174,99,4,26,72,55
MEG_375/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,4,0,0,0,0,6,0,0
MEG_277/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,6,28,0,46
MEG_8242/Drugs/Multi_drug_resistance/MDR_mutation/MDR/RequiresSNPConfirmation,0,178,0,0,0,118,152,211,210,340
MEG_3239/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,83,0,0,0,203,0,0,209,0,372
MEG_6842/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,2
MEG_4058/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MRDH,0,0,0,0,18,0,0,0,0,0
MEG_8722/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/TVAB,0,0,44,0,90,58,0,130,74,100
MEG_2115/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,50,20,55,32,604,179,54,62,253,196
MEG_1300/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,38,0,0
MEG_3754/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTG,0,0,3,0,24,39,0,0,0,0
MEG_5979/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,2,0,0,0,0
MEG_7252/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,0,0,36
MEG_7866/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,0,0,0,0,36,53,0,0,0,6
MEG_4009/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,11,0,0,0,74,52,15,34,73,57
MEG_8035/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/CPRR,0,20,0,0,84,0,0,0,0,66
MEG_5957/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,0,24,0,0,0
MEG_7304/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,20,29,0,0,0,0,0,28,36,82
MEG_3278/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,8,24,4,0,20,18,6,14,12,52
MEG_7253/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,0,0,14
MEG_4012/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,0,0,0,9,46,98,8,11,0,12
MEG_8421/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,32,0
MEG_6822/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_4360/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,6,0,40,16,0,0,0,0
MEG_413/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,2,0,0,0,22,55,0,0,187,4
MEG_3194/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,42,0,0,54,18,19,29,23,57
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,98,0,0,50,131,78,350,122,132,267
MEG_4067/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,58,82,80,152
MEG_1628/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,48,0,30,0,0,24
MEG_6612/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,15,0,0,0,2,0,1,0,0
MEG_6593/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,4,0,0,0,0,0,2,0,0
MEG_82/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,0,6,0
MEG_6613/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,4,0,0,0,0,0,4,2,0
MEG_19/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC2_PRIME,0,0,0,0,14,0,0,0,0,0
MEG_7301/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,123,190,187,72,560,370,212,290,843,463
MEG_8067/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,14,0,0,0
MEG_3512/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,43,14,24,18,454,102,20,26,30,106
MEG_6045/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,3,0,6,10,101,20,0,0,0,0
MEG_1478/Drugs/Glycopeptides/Bleomycin_resistance_protein/BRP,0,0,0,0,0,0,14,0,0,0
MEG_7231/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,10,5,6,18,12,8,2,0,25
MEG_6707/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,8,0,0,2
MEG_4169/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKB,6,0,0,0,57,31,0,0,0,0
MEG_7609/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,0,0,0,18,0,14,8
MEG_3994/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1705,2704,1002,1595,3192,1726,1799,3068,1901,5355
MEG_6843/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_6116/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,181,212,0,0,188,333,100,445,621,886
MEG_2682/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,9,8,0,2,0,2
MEG_1732/Drugs/Lipopeptides/Daptomycin_resistant_mutant/CLS/RequiresSNPConfirmation,0,0,0,0,0,0,40,0,0,82
MEG_2802/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,6,2,0,0,6
MEG_8454/Drugs/betalactams/Penicillin_binding_protein/PBP1/RequiresSNPConfirmation,0,0,0,0,0,130,0,166,0,198
MEG_6084/Drugs/Multi_drug_resistance/Multi_drug_MFS_efflux_pumps/ROSB,0,0,0,0,32,0,0,0,0,0
MEG_6153/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/RUVB,0,0,0,0,57,34,18,15,0,34
MEG_6762/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,4,0,0,0
MEG_1958/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,4,0,0,0,0
MEG_6143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/RPSJ/RequiresSNPConfirmation,0,2,0,0,0,10,0,2,0,6
MEG_6958/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERD,0,0,4,0,8,11,16,30,22,21
MEG_7135/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,54,61,46,79,151,102,79,123,130,170
MEG_3722/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/MCR,0,0,0,0,136,0,39,0,0,144
MEG_6638/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,25,45,22,24,60,54,14,27,93,175
MEG_6590/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,0,0,4
MEG_1737/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEA,0,0,0,0,0,0,54,0,0,82
MEG_3804/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,0,0,0,0,0,6,4,0
MEG_3873/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,1,0,0,0,0,7,0,0,0,0
MEG_1940/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,2,0,0,0,0
MEG_5879/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,4,0,0,0,0
MEG_7104/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,180,236,186,228,423,300,257,307,390,497
MEG_3071/Drugs/Fusidic_acid/Fusidic_acid_resistant_mutation/FUSE/RequiresSNPConfirmation,20,0,23,0,44,20,9,24,30,51
MEG_951/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,4,0,0
MEG_3209/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,75,133,164,58,156,107,134,157,129,240
MEG_7229/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,51,108,66,71,215,128,98,138,99,220
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,41,0,12,26,260,166,50,71,449,161
MEG_2807/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,2,3,0,0,0,0,4,2
MEG_3565/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,10,0,0,0,0,0
MEG_4160/Metals/Chromium_resistance/Chromium_resistance_protein/NFSA,0,0,0,0,63,98,8,13,0,16
MEG_8258/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRF,60,106,70,0,116,70,136,140,130,258
MEG_5263/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,12
MEG_6921/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_197/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,10,0,0,0,0,16
MEG_4753/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,20,0,0,0,0
MEG_6944/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,12,0,0
MEG_1270/Drugs/betalactams/Class_C_betalactamases/BLAC,0,0,0,0,0,0,0,0,0,43
MEG_3570/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,2,0,0,0,0,0
MEG_4094/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,0,0,32,0,100,0,0,62,56,94
MEG_6090/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,66,28,0,0,0,38
MEG_1684/Drugs/Multi_drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CFRB,0,0,0,0,0,0,22,0,0,14
MEG_291/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,18,0,0
MEG_491/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,8,0,0,0,2
MEG_6130/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,40,56,31,19,217,131,50,81,432,176
MEG_4349/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,16,0,0,0,0,0
MEG_1616/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,8,0,0,0,0,0,1,4,0
MEG_185/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,64,0,58
MEG_8645/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,0,0,0,0,0,94,120,178
MEG_6889/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,6,0,0
MEG_6016/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRE,0,0,0,0,2,0,6,4,0,0
MEG_3847/Metals/Mercury_resistance/Mercury_resistance_protein/MERB,0,0,0,0,0,0,0,0,0,18
MEG_1486/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CADD,60,64,32,90,0,104,16,202,190,194
MEG_1159/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,0,0,0,0,8,0,0,0
MEG_6881/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,2,0,8
MEG_2692/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBC,8,0,0,0,34,48,0,0,2,14
MEG_2695/Drugs/betalactams/Class_B_betalactamases/EBR,0,14,0,0,0,0,0,30,0,24
MEG_4282/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,2,0,54,19,6,0,8,11
MEG_4330/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,6,0,31,6,0,0,0,20
MEG_2995/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,16,4,0,0,0,0
MEG_1563/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,6,0,0,0,0
MEG_3185/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,80,0,0,102,195
MEG_1485/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/CADC,30,40,22,48,42,22,28,70,64,94
MEG_6633/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,20,41,21,26,34,32,14,14,51,141
MEG_6894/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,0,0
MEG_1613/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,0,2,4,2,6
MEG_6875/Drugs/betalactams/Class_A_betalactamases/TEM,18,0,17,0,3,46,85,52,9,40
MEG_2724/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,11,24,18,0,200,106,17,26,99,86
MEG_7222/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,11,7,7,20,10,8,10,6,8
MEG_3082/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADW,0,0,0,0,28,0,0,0,0,0
