gene_accession,CAC10u_t2_M_AB,CAC09e_t2_M_AB,CAC10e_t2_M_AB,CAC08e_t2_M_MB,CAC08u_t2_M_MB,CAC07e_t2_M_MB,CAC06u_t2_M_AB,CAC09u_t2_M_AB,CAC07u_t2_M_MB,CAC06e_t2_M_AB
MEG_1/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,495,462,688,411,819,698,902,524,684,825
MEG_445/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,1,0,0,2,0
MEG_1107/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/ARIR,0,1,0,3,0,1,0,0,0,0
MEG_2955/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,4,0,0,0,6,0,0,8,0
MEG_2726/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRBSM,0,0,0,5,0,0,0,0,0,0
MEG_1607/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,30,3,5,0,0,0,22,0,0
MEG_6181/Drugs/betalactams/Class_B_betalactamases/SFB,0,0,0,0,14,0,0,0,0,0
MEG_8659/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,0,0,0,1,0,0,0,0,0,0
MEG_6933/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,2,0,0,0,0
MEG_8711/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3994/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1025,872,1235,915,1181,928,1188,1862,1060,1067
MEG_3757/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTJ,0,1,0,4,0,6,0,0,12,0
MEG_7081/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,0,0,0,6,2,0
MEG_3948/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/MGTA,0,42,40,32,0,24,22,0,43,26
MEG_1091/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,33,10,12,1,22,5,16,19,8,9
MEG_8142/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,18,0
MEG_7103/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,47,56,131,87,133,173,21,42,91,12
MEG_3762/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTM,0,0,0,0,0,17,6,0,0,0
MEG_1069/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,1,0,0,0,0,0
MEG_5380/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,36,0,0,0,26,44,0,0,0
MEG_2453/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CUSS,0,14,0,10,0,12,0,0,25,0
MEG_800/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_4332/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,0,10,0
MEG_7040/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,210,172,249,111,176,171,150,140,128,118
MEG_6932/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_6509/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/SILS,0,0,5,8,4,14,0,0,15,0
MEG_7215/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,37,48,39,50,22,20,42,40,14
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,20,5,19,7,25,12,8,20,6,0
MEG_4123/Metals/Nickel_resistance/Nickel_MFS_efflux_regulator/NCRBN,0,6,0,0,0,0,0,0,0,0
MEG_2/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,5187,4533,4803,3710,4989,7323,4206,4112,3514,3715
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,376,226,341,176,241,356,309,225,168,207
MEG_3754/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTG,0,0,0,6,0,0,0,0,13,0
MEG_2954/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,2,0,2,0,0,0,0,0,0
MEG_7086/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,25,53,41,28,208,152,36,87,107,23
MEG_1058/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,14,12,0,0,8,3,1,20,0,0
MEG_4173/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,11,0,8,0,0,0,0,0,0
MEG_3460/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KMRA,0,0,20,0,0,0,0,0,22,0
MEG_4068/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,22,0,24,0,0,0,0,0
MEG_4330/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,0,1,0
MEG_7098/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,9,28,34,42,43,97,0,47,85,28
MEG_3287/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPA,0,6,2,13,0,2,0,0,9,15
MEG_4286/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,0,0,8,0,0,0,11,0
MEG_3211/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,26,0
MEG_7321/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,108,98,131,96,136,242,182,76,111,137
MEG_797/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_6097/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,218,261,205,149,241,237,258,194,222,237
MEG_794/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,3,0
MEG_6922/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_6847/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_8261/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRH,0,0,72,0,0,28,32,0,48,0
MEG_2679/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,3,0
MEG_7182/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,0,0,0,0,10,0,6,0,0
MEG_2792/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,2,0,2,2,0,3,0,8,10
MEG_7015/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,5,6,2,0,0,13,0
MEG_1609/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,5,2,0,0,0,0,4,0,0
MEG_392/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,8,0,0,0,0,0,0,0
MEG_2714/Biocides/Quaternary_Ammonium_Compounds_(QACs)_resistance/QAC_efflux_pump/EMEA,0,0,0,0,0,0,64,60,0,36
MEG_8695/Drugs/betalactams/Class_C_betalactamases/SFDC,0,0,16,0,0,0,0,0,0,0
MEG_1412/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,0,0,0,16,0,0
MEG_2038/Metals/Copper_resistance/Copper_resistance_protein/COPB,0,0,0,0,0,4,0,0,0,0
MEG_7058/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,41,23,14,23,19,46,28,10,27,32
MEG_6610/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,2,4,0,2,0,0,0,0,0,0
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,28,34,75,60,75,73,26,31,53,7
MEG_7208/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,4,12,6,0,2,6,6,8,4
MEG_6718/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,4,0,2,0,0,0,0
MEG_7061/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,0,8,5,0,16,0,19,95,0
MEG_3755/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTH,0,11,6,16,0,11,0,0,22,0
MEG_6857/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_2089/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,0,8,43,12,10,5,16,0,20,8
MEG_6733/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_420/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,1,0,0,0,0,0,0
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,22,0,37,32,60,0,0,30,37,97
MEG_6542/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,10,13,21,0,12,30,4,22,21
MEG_2681/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,3,0,1,0,0,0,0,2,0
MEG_2706/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,0,0,0,0,0,77,0,0,0
MEG_1276/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,2,0,0,0,0,0,0,0,0
MEG_1054/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,10,22,13,0,22,4,8,15,5,0
MEG_6871/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_5366/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,22,0,0,0
MEG_3982/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,185,233,415,313,359,311,475,295,295,364
MEG_2801/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,12,5,0,4,7,1,5,15
MEG_1081/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,0,0,0,4,0
MEG_7318/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,207,224,267,149,251,251,246,256,248,197
MEG_5767/Drugs/betalactams/Class_A_betalactamases/PER,0,22,0,0,0,0,28,0,0,0
MEG_3078/Biocides/Acid_resistance/Acid_resistance_protein/GADB,0,2,0,10,0,4,0,0,12,0
MEG_6657/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_1486/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CADD,42,0,0,0,0,20,60,0,0,102
MEG_6942/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_8258/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRF,38,0,46,0,62,92,0,48,0,46
MEG_7234/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,12,4,12,14,16,6,10,3,4,2
MEG_7137/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,23,17,45,31,36,61,22,26,49,10
MEG_6629/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,14,13,24,11,59,48,13,19,20,10
MEG_6544/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,0,11,0,0,0,0,0,14,0
MEG_6616/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,6,5,8,0,0,0,8,0,0
MEG_2093/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORD,0,0,1,9,0,0,0,0,0,1
MEG_6092/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,23,0,0,0,0,0
MEG_5988/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,2,0,0,0,0,0
MEG_4002/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODA,0,2,0,12,0,12,0,0,20,20
MEG_8249/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,13784,11190,12698,8834,12670,16931,10557,10854,8308,9051
MEG_6731/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7307/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,351,333,436,263,494,594,414,380,391,442
MEG_3646/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAB,0,0,0,0,0,0,52,0,0,0
MEG_2017/Metals/Copper_resistance/Copper_resistance_regulator/COMR,0,3,0,8,0,4,0,0,11,0
MEG_3253/Biocides/Acid_resistance/Acid_resistance_protein/HDEA,0,6,0,1,0,7,0,0,5,0
MEG_2578/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRF,0,0,0,0,0,0,0,0,0,6
MEG_7144/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,10,15,37,24,37,33,30,10,19,0
MEG_7859/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUC,0,0,0,7,0,9,4,0,9,0
MEG_3081/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADW,0,6,0,2,0,6,0,0,0,0
MEG_7169/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,12,6,12,14,10,0,12,14,7,0
MEG_3188/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,53,47,57,54,53,71,56,71,43,74
MEG_7069/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,8,0,25,11,0,12,0,20,89,0
MEG_8675/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,357,444,725,532,665,422,896,528,603,632
MEG_3898/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,0,4
MEG_5970/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,2,0,0,0,0,0,0
MEG_6940/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,4,6,0,0,0,0,0,0
MEG_5382/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,149,204,246,135,166,178,117,124,123,125
MEG_6576/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SUGE,0,0,0,0,0,0,0,0,2,0
MEG_3874/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,4,0,0,0,0,0
MEG_6939/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,2,0,0
MEG_1283/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,1,0,0,0,0,0,0,0,0
MEG_6680/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_7225/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,20,30,37,28,14,12,16,31,12
MEG_7303/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,240,305,459,299,397,569,502,265,337,277
MEG_3007/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,0,8,0,0,0,0
MEG_4346/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,10,0,0,0,0,0,8,0
MEG_7041/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,269,236,266,160,237,243,189,238,158,123
MEG_6976/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TET34,0,0,0,1,0,0,0,0,0,0
MEG_6545/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,6,0,20,0,10,0,0,18,0
MEG_1744/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEE,0,0,0,28,58,40,52,62,48,0
MEG_761/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,69,0,4,0,0,0,23,0,0
MEG_8671/Drugs/MLS/Macrolide-resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,153,154,177,87,191,195,127,217,113,152
MEG_7042/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,326,333,372,272,338,316,242,265,228,214
MEG_8646/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACD,0,0,0,0,22,0,0,0,0,0
MEG_8232/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LPTD,0,0,0,23,0,0,0,0,21,55
MEG_6108/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,224,140,291,65,200,100,144,167,108,192
MEG_1612/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,4,0,0,0,0,0,5,0,0
MEG_3200/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,88,75,121,43,170,151,134,107,131,83
MEG_6131/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,226,313,282,162,218,212,233,222,199,179
MEG_8651/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACL,0,0,0,0,12,2,0,0,5,0
MEG_8680/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRS/RequiresSNPConfirmation,554,556,945,575,753,924,1032,626,731,798
MEG_2795/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,2,3,0,0,1,0,0,2,0
MEG_1560/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,6,0,0
MEG_6159/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,21,5,0,0,27,0
MEG_5814/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTB,0,20,28,31,37,28,22,0,76,17
MEG_7818/Biocides/Peroxide_resistance/peroxide_resistance_protein/YDEI,0,0,0,0,0,1,0,0,0,0
MEG_2692/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBC,0,8,2,8,0,0,3,0,4,0
MEG_6622/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,15,9,13,12,84,43,18,44,22,12
MEG_5379/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,28,13,0,24,31,0,0,0
MEG_6107/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,144,173,202,132,207,210,95,137,248,178
MEG_6700/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7236/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,7,6,5,8,6,4,12,2,6
MEG_2806/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,2,6,2,3,6,6,0,8,16
MEG_4066/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,52,0,0,0
MEG_6100/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,492,426,419,255,415,336,356,378,334,293
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,0,0,0,0,33,0,0
MEG_3978/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,351,497,443,482,662,807,350,669,483,760
MEG_394/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,0,2,0,0,0,0
