gene_accession,APP01u_t2_M_QC,APP05e_t2_M_BC,APP02u_t2_M_QC,APP03u_t2_M_QC,APP03e_t2_M_QC,APP02e_t2_M_QC,APP05u_t2_M_BC,APP04u_t2_M_BC,APP04e_t2_M_BC,APP01e_t2_M_QC
MEG_7256/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/TLRC,0,80,62,70,0,0,0,0,0,0
MEG_4053/Drugs/Cationic_antimicrobial_peptides/Defensin_resistant_mprF/MPRF,0,0,0,0,0,0,72,0,0,0
MEG_7162/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,0,0,0,2,10,0
MEG_8458/Drugs/betalactams/Penicillin_binding_protein/PBP3/RequiresSNPConfirmation,0,0,0,0,0,0,0,36,0,0
MEG_7138/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,23,42,10,31,47,20,19,15,54,54
MEG_7014/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,24,0,0,0
MEG_7856/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,0,2,0,0,0,12,0,0,2,0
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,79,198,134,156,182,116,110,80,246,140
MEG_1055/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,7,18,11,5,2,7,4,11,8,2
MEG_3288/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,0,1,0,2,0,0,0,0
MEG_1166/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSDM,0,0,14,0,0,0,0,0,0,0
MEG_3182/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,187,193,174,228,218,113,112,84,190,179
MEG_3999/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTP,0,0,0,0,0,0,0,8,0,0
MEG_3600/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,10,0,0,0,0,0,0,0
MEG_2136/Metals/Copper_resistance/Copper_resistance_regulator/CSOR,0,0,0,0,0,0,4,6,0,0
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,73,156,0,124,0,53,123,35,374,0
MEG_3271/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/HNS,0,0,9,0,0,0,0,0,0,0
MEG_8234/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MACAB/RequiresSNPConfirmation,0,10,10,0,0,0,10,0,0,0
MEG_1575/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,30,0,0,0,0,0,0,16
MEG_701/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,0,0,14,0,0,0,0
MEG_5784/Drugs/Lipopeptides/Colistin_resistant_mutant/PHOP/RequiresSNPConfirmation,13,0,0,36,0,0,0,14,0,0
MEG_5382/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,152,191,261,166,164,132,0,131,396,152
MEG_3798/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,0,0,48,42,0,0
MEG_6853/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_375/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,0,0,0,0,4,0,0,0
MEG_10/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,728,1085,1020,1195,1418,694,859,759,1623,1017
MEG_6581/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_2434/Drugs/betalactams/Class_A_betalactamases/CTX,478,652,574,779,860,460,483,309,1252,594
MEG_1620/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,8,5,6,41,10,3,0,0,3,20
MEG_7147/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,0,10,14,10,10,0,20,23,11
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,76,102,94,72,96,62,60,44,207,52
MEG_8693/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SEPA,0,0,0,0,0,38,0,0,0,0
MEG_7473/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,40,0,0,0,0,0,0,0,0
MEG_3804/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,8,0,0,0,4,6,0,0
MEG_3373/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,66,0,0
MEG_1550/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,0,0,0,8,0,0,0,12
MEG_7029/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,4,10,0,0,2,0,0,0,0,0
MEG_4188/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMI,0,0,0,0,0,0,6,0,0,0
MEG_6087/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,0,0,0,0,0,0,39,0
MEG_6124/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,94,150,94,119,142,95,84,65,255,105
MEG_6132/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,118,303,219,207,371,158,166,171,463,199
MEG_6615/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,6,0,0,0,0,2,0,0,0,0
MEG_5149/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,22,0,0,0,0,0,0
MEG_277/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,12,0,16,10,0,0,22,14,24,0
MEG_3747/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,34,50,31,16,0,0,0,0,0,0
MEG_2632/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,6,0,0,18,0
MEG_7315/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,89,151,118,98,166,72,124,71,251,130
MEG_1638/Drugs/betalactams/Class_A_betalactamases/CBP,0,58,78,0,0,0,76,56,0,56
MEG_4068/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,50,26,0,0,0,30,26,0,0
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,24,3,8,11,28,12,15,0,30,8
MEG_7159/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,4,0,0,0,0,4,0,4,2
MEG_7/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,4666,8259,5485,7938,8683,3986,4911,3284,13201,4479
MEG_6540/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,14,0,29,21,0,0,0,0,0,0
MEG_5361/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,10,0,0,0,0,0,0
MEG_8264/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/MTRR/RequiresSNPConfirmation,0,0,0,0,0,0,17,0,0,0
MEG_3216/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,87,0,0,0,0,0,0,0
MEG_7043/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,153,208,182,263,329,124,131,100,383,214
MEG_3067/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSB,0,0,0,8,0,0,12,8,0,0
MEG_2636/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,8,0,0,0,0,0,0,0
MEG_6127/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,14,0,71,0,0,0,0,0,0,0
MEG_2844/Drugs/MLS/23S_rRNA_methyltransferases/ERMR,0,90,0,94,0,0,0,0,40,0
MEG_6100/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,277,381,422,502,497,261,311,235,716,394
MEG_3982/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,629,819,623,895,762,512,505,313,958,640
MEG_2378/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,11,0,0,0,0,0,0
MEG_7060/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,0,6,0,0,0,0,0,0,0
MEG_1237/Drugs/betalactams/Class_A_betalactamases/BLA1,0,0,0,0,0,0,0,0,6,0
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,81,142,119,123,139,79,102,54,217,105
MEG_190/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,12,0,0,0,0,0,0
MEG_2086/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,5,0,12,0,0,0,0,0,2,0
MEG_6544/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,15,40,26,32,34,0,24,0,0,0
MEG_2442/Metals/Copper_resistance/Copper_resistance_regulator/CUER,0,0,8,0,0,0,0,10,0,0
MEG_6108/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,79,236,187,227,192,126,147,86,310,133
MEG_5343/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,453,335,430,0,0,348,206,1018,0
MEG_6633/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,26,10,12,20,12,8,8,18,16,10
MEG_1287/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,4,0,6,8,8,0,0
MEG_317/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,14,10,0,0
MEG_1256/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,0,0,0,0,8,0,0
MEG_7225/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,59,80,63,111,115,40,38,21,66,63
MEG_6925/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,0,0,0,0,0,0
MEG_8691/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALE,0,0,26,0,0,0,36,0,0,0
MEG_6770/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_2739/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/EPTA,18,0,0,0,0,0,0,0,0,0
MEG_7217/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,108,130,101,205,206,122,98,58,166,99
MEG_8418/Drugs/betalactams/Class_D_betalactamases/OXA,0,36,0,0,0,0,0,0,0,0
MEG_5355/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,22,0,0,0,52,0
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan_resistant_mutation/FABG/RequiresSNPConfirmation,28,51,50,30,49,63,39,26,144,64
MEG_6664/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,2,0,0,0,0,0,0,0
MEG_4720/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,18,0,0,0,0,0,0
MEG_7183/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,0,0,58,0,0,0,0,0,0
MEG_6593/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,2,0,0,0,0,0,0,0,0,0
MEG_2473/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/CZCR,0,0,0,0,0,0,0,16,0,0
MEG_7142/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,69,158,102,120,167,88,88,71,245,110
MEG_6098/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,78,241,100,168,175,112,108,61,340,158
MEG_2729/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRD,0,18,0,0,0,2,0,0,0,0
MEG_7837/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_protein/YJCG,6,18,21,21,0,0,0,0,0,0
MEG_2079/Metals/Copper_resistance/Copper_resistance_protein/COPV,0,0,10,0,0,6,0,0,0,0
MEG_2734/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EMRR,1,0,0,7,0,0,0,0,0,0
MEG_7148/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,37,113,86,104,108,66,81,48,169,70
MEG_7104/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,194,411,313,476,419,275,241,132,787,434
MEG_7171/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,4,0,0,0,0,0,6,0,0,0
MEG_5392/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,74,200,120,178,141,111,100,0,356,62
MEG_7319/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,231,296,162,280,311,178,214,86,817,171
MEG_6742/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1086/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,13,89,14,22,12,19,16,14,31,17
MEG_8271/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMG,0,0,10,0,0,0,0,0,0,0
MEG_2955/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,1,0,0,0,0,0,0,0,0,0
MEG_1727/Drugs/Multi_drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CLBB,0,0,0,0,0,0,0,0,37,0
MEG_1006/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT9,0,16,32,0,0,0,22,14,0,0
MEG_1175/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSRM,0,0,4,0,0,0,0,0,12,0
MEG_6140/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/RPOS,0,0,0,2,0,0,0,0,0,0
MEG_2833/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,12,0,0,0,0,0,0,0,0,0
MEG_4604/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,38,0,0,0,0,0,0,0
MEG_4286/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,14,0,17,8,0,0,0,0,0,0
MEG_8701/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,4,0,0,0,0,0,0
MEG_5321/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/OXYRKP,0,0,4,8,0,0,0,0,6,0
MEG_1289/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,0,0,0,4,0,0,0
MEG_1655/Metals/Chromium_resistance/Chromate_ABC_efflux_pump/CEUE,0,0,0,0,0,0,296,0,0,0
MEG_6710/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3978/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,428,606,693,798,768,432,462,754,802,625
MEG_8262/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRL,0,0,56,0,0,0,0,46,0,0
MEG_3007/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,0,0,20,14,0,0
MEG_396/Metals/Iron_resistance/Iron_resistance_protein/ACN,738,983,807,1070,1157,701,584,391,1103,857
MEG_3756/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTI,0,0,12,0,0,0,0,4,0,0
MEG_7039/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,71,112,126,139,128,70,104,76,203,114
MEG_1585/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,16,0,0
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,34,46,22,32,18,15,10,0,26,22
MEG_2124/Metals/Copper_resistance/Copper_resistance_protein/CRDA,16,0,0,0,24,0,0,0,0,4
MEG_5337/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,32,117,105,88,99,55,102,35,118,106
MEG_1101/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH9,0,0,0,0,0,0,16,0,0,0
MEG_2081/Metals/Copper_resistance/Copper_resistance_regulator/COPZ,0,0,0,0,0,0,0,0,2,0
MEG_2946/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,190,227,185,333,312,154,190,92,461,263
MEG_1015/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,0,0,18,0,0
MEG_8251/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1044,2330,1346,1815,2157,842,1472,700,1927,695
MEG_4180/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMB,0,0,0,0,0,0,0,16,0,0
MEG_4107/Drugs/MLS/23S_rRNA_methyltransferases/MYRA,0,0,0,0,0,8,0,0,0,0
MEG_2121/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,6,0,0,0,0,0,0,0,0,0
MEG_2963/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,14,30,16,0,0
MEG_2078/Metals/Copper_resistance/Copper_resistance_regulator/COPS,0,0,0,0,0,0,0,0,0,20
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARY,389,508,465,498,543,352,264,194,510,443
MEG_3998/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTH,10,34,0,0,0,0,0,9,0,0
MEG_5387/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,17,0,0,0,0,56,0
MEG_6621/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,26,7,11,45,12,10,9,28,30,7
MEG_2992/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,20,0,0,0
MEG_2025/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,34,0,0,0
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,18,0,0,2,0,6,0,0,0
MEG_7620/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATA,0,0,42,0,0,0,0,0,0,0
MEG_7144/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,26,89,33,76,65,43,13,34,92,56
MEG_7484/Drugs/Glycopeptides/VanN_type_regulator/VANRN,0,0,0,0,0,0,0,14,0,0
MEG_7625/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATD,0,10,0,0,18,0,0,0,0,0
MEG_4097/Drugs/Glycopeptides/Vancomycin_resistant_mutation/MURG/RequiresSNPConfirmation,0,0,24,0,0,0,0,0,0,0
MEG_2128/Metals/Copper_resistance/Copper_resistance_regulator/CRDS,0,0,0,0,0,0,28,34,0,0
MEG_1218/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,0,0,0,0,0,0,12,22,0,0
MEG_6103/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,278,202,189,216,116,167,134,583,119
MEG_7091/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETK,0,0,6,0,0,0,0,0,0,0
MEG_7112/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,15,31,20,44,31,27,10,15,41,32
MEG_8071/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRE,0,12,38,0,0,18,0,32,0,0
MEG_2723/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRASM,14,0,0,0,0,0,0,0,0,0
MEG_2649/Drugs/betalactams/Class_B_betalactamases/DIM,0,0,28,0,0,26,0,0,26,0
MEG_3516/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNO,0,0,12,4,0,0,0,0,0,0
MEG_8242/Drugs/Multi_drug_resistance/MDR_mutation/MDR/RequiresSNPConfirmation,0,0,154,0,0,98,162,164,160,148
MEG_5847/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,0,0,0,0,0,6,0,0
MEG_3190/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,72,0,0,0
MEG_3984/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,444,538,515,687,647,350,388,287,508,443
MEG_7818/Biocides/Peroxide_resistance/peroxide_resistance_protein/YDEI,0,0,0,0,0,0,30,26,0,0
MEG_5322/Drugs/Pactamycin/Pactamycin_resistant_16S_ribosomal_subunit_protein/P16S/RequiresSNPConfirmation,0,0,0,29,0,0,19,0,0,0
MEG_7141/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,44,103,47,82,113,37,42,47,140,72
MEG_7092/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,4,0,0,0,33,89,43,10,0,21
MEG_2899/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,16,0,0,0,0,0,0,0,0
MEG_5331/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,52,0,0,0,0,44,0,0
