gene_accession,HBB04e_t2_M_BC,HBB05e_t2_M_BC,HBB03e_t2_M_BC,HBB04u_t2_M_BC,HBB03u_t2_M_BC,HBB02u_t2_M_BC,HBB02e_t2_M_BC,HBB01u_t2_M_BC,HBB01e_t2_M_BC,HBB05u_t2_M_BC
MEG_935/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,42,0,0,0,0,0,0,0,0,0
MEG_6877/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_1177/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,74,14,0,0,0,0,32,0,6,24
MEG_1170/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSP,0,0,0,0,32,32,0,38,32,48
MEG_6710/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3448/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/KDPE,6,0,0,0,0,0,4,0,0,0
MEG_3647/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAC,0,0,180,102,122,140,132,188,0,176
MEG_5/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1628,2305,1105,2845,1544,1701,1092,1225,1327,2350
MEG_8093/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSM,0,0,0,0,6,14,0,0,0,0
MEG_7082/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,86,39,41,170,103,56,73,158,56,61
MEG_2941/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,24
MEG_6738/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6110/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,154,224,116,203,154,178,108,102,109,191
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,52,48,16,43,16,12,10,15,10,59
MEG_1732/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CLS/RequiresSNPConfirmation,0,0,0,0,0,46,0,0,0,0
MEG_2963/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,12,0,0,0,0,0,80
MEG_1/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1823,1819,1243,2810,1667,1644,1146,1526,1172,2254
MEG_7125/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,83,63,36,75,20,30,31,25,24,112
MEG_405/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,32,20,0,0,15,0,0,0,40,0
MEG_7128/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,34,73,17,65,12,26,28,22,20,69
MEG_6656/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHB,38,0,2,38,60,0,12,4,32,0
MEG_7183/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,138,0,0,0,0,0,0,0,0,0
MEG_2996/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,10,0,22,0,0,26,0,0
MEG_6114/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,341,184,215,381,321,315,242,273,402,226
MEG_3215/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,31,0,0,0,0,0,0,0,0,0
MEG_202/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,8
MEG_2079/Metals/Copper_resistance/Copper_resistance_protein/COPV,6,0,0,0,0,0,0,0,0,0
MEG_7220/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,3,4,0,4,0,0,0,0,0
MEG_3664/Drugs/betalactams/Class_C_betalactamases/MCA,0,0,0,0,0,0,0,30,0,0
MEG_995/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,5,0,16,0,0,0,6,0,46,20
MEG_3627/Drugs/Lipopeptides/Colistin-resistant_mutant/LPXC/RequiresSNPConfirmation,0,0,24,0,30,42,26,0,40,44
MEG_7022/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,54,0,0
MEG_5348/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,35,0,20,0,32,0,0,0,43,30
MEG_5777/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PGPA,0,0,727,0,114,483,0,670,95,0
MEG_6867/Drugs/betalactams/Class_A_betalactamases/TEM,16,4,0,2,3,18,15,0,6,67
MEG_6909/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,2,1,4,0,7
MEG_4172/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,5,0,0,4,0,0,0,0,0,0
MEG_7343/Drugs/Glycopeptides/VanA-type_resistance_protein/VANA,0,0,0,10,0,0,0,0,0,0
MEG_3211/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,134
MEG_7617/Drugs/Glycopeptides/VanA-type_accessory_protein/VANZA,0,0,0,4,0,0,0,0,0,0
MEG_8087/Biocides/Aldehyde_resistance/Aldehyde_degradation/FORMA,10,19,0,10,0,0,15,0,6,4
MEG_7228/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,12,4,8,6,8,10,6,8,10,14
MEG_5779/Drugs/Lipopeptides/Daptomycin-resistant_mutant/PGSA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,67
MEG_3915/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXI,120,0,0,0,0,0,0,0,0,0
MEG_3280/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,0,0,0,0,0,20
MEG_2840/Drugs/MLS/23S_rRNA_methyltransferases/ERMO,0,0,0,0,0,0,0,38,0,0
MEG_1557/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,0,0,0,0,0,0,0,6
MEG_6701/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6964/Drugs/Tetracyclines/Tetracycline-resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,8044,9422,4174,12353,6519,7520,4599,4490,5855,10240
MEG_6120/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,194,266,170,463,0,0,198,185,270,499
MEG_2653/Metals/Copper_resistance/Copper_resistance_protein/DNAK,235,108,151,153,146,273,139,182,170,267
MEG_2020/Metals/Copper_resistance/Copper_resistance_protein/COPA,45,32,19,27,26,0,19,0,121,0
MEG_5383/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,35,54,0,81,0,45,24,26,0,39
MEG_7835/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YIEF,15,5,12,9,0,6,11,14,124,12
MEG_6154/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RUVBM,42,0,0,0,0,0,11,0,0,0
MEG_8435/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,16,0,0,0
MEG_4186/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMF,0,0,0,0,0,0,46,0,0,0
MEG_6621/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,35,20,22,96,42,21,28,10,8,28
MEG_1153/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,7,21,0,0,7,0,0,0,53,0
MEG_7315/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,178,176,140,127,178,143,185,196,207,238
MEG_6122/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,56,45,44,51,40,76,52,54,174,47
MEG_762/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_404/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,68,0,60,50,48,88,29,0,228,0
MEG_4208/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,54,0,0,46,0,72,0,66
MEG_3605/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,6,0,0,0,0,0,14
MEG_7271/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIA,0,0,0,0,36,48,0,82,0,132
MEG_3219/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,82,78,70,105,54,126,0,105,97,168
MEG_8679/Drugs/Oxazolidinone/Oxazolidinone-resistant_23S_rRNA_mutation/RRL/RequiresSNPConfirmation,611,329,295,471,412,618,318,515,331,678
MEG_8076/Drugs/betalactams/Class_B_betalactamases/EBR,0,0,14,0,0,0,0,0,0,0
MEG_6655/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHA,10,38,0,0,0,0,0,0,0,0
MEG_7121/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,238,141,48,240,36,81,91,83,81,222
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,0,0,2,8,6,2,0,16,10
MEG_6856/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_3928/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MEXR,0,0,0,0,0,0,0,8,0,0
MEG_6772/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_4167/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKA,16,10,0,0,0,0,0,0,0,0
MEG_3983/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,2390,2236,2317,2239,2576,2387,1976,2287,3506,4391
MEG_3202/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,48,0,105,61,0,0,102,0
MEG_6146/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSC/RequiresSNPConfirmation,4227,3939,2798,4808,3929,4154,2708,3257,4093,5372
MEG_7237/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,0,7,20,6,8,4,4,0,8
MEG_3323/Drugs/betalactams/Class_B_betalactamases/IMP,18,0,0,0,16,12,0,30,0,0
MEG_6731/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,2
MEG_5341/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,68,242,61,236,74,104,0,132,88,203
MEG_6958/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERD,28,6,6,18,0,14,8,70,24,46
MEG_4175/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,0,0,6,0,0,0,0,6,0,0
MEG_2792/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,14,32,4,26,12,0,0,2,6,13
MEG_1572/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,12,0,0,0,0
MEG_6803/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6770/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6685/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6165/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,16,0,0,0,16,0,0,0,0,0
MEG_5856/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/QACR,10,0,0,0,0,0,0,0,0,12
MEG_3592/Drugs/MLS/Lincosamide_nucleotidyltransferases/LIN,0,0,0,0,0,0,0,124,0,0
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,68,83,49,98,68,152,62,62,105,119
MEG_7112/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,6,12,3,22,6,4,7,4,12,27
MEG_3641/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/LSA,0,76,116,0,0,156,104,170,160,200
MEG_5330/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,146,0,0,261,110,142,118,92,0,222
MEG_409/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,43,26,0,0,0,0,0,0,0,0
MEG_5373/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,225,546,206,901,277,336,252,201,229,775
MEG_6105/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,329,531,196,648,266,326,226,194,240,503
MEG_7290/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/TTGC,0,0,0,0,0,76,0,0,0,0
MEG_5376/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,77,0,0,0,0,0,0,61,0,0
MEG_3189/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,90,28,61,70,39,73,20,57,169,0
MEG_2717/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/EMHC,0,0,0,17,0,0,0,0,0,0
MEG_6053/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RECGM,90,0,0,0,0,0,0,0,56,96
MEG_7408/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,0,0,0,16,0,0,0,0,0,6
MEG_7060/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,14,59,4,0,0,20,0,0,0,0
MEG_6628/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,26,12,18,58,34,9,22,19,4,8
MEG_3911/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXF,0,0,40,0,26,42,0,44,0,0
MEG_6104/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,322,0,0,158,0,246,0,205,129,320
MEG_1091/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,38,38,2,9,4,4,2,8,6,53
MEG_7312/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,3343,1924,2179,2393,2622,2918,2153,2835,3094,3230
MEG_5394/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,150,124,108,118,202,166,123,169,204,235
MEG_43/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC3,0,0,6,0,0,0,0,0,0,0
MEG_1164/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,8,3,0,0,0,0,0,0,0,40
MEG_7041/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,318,228,176,222,307,294,164,182,293,388
MEG_1189/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,2,0,0,0,0,0,0,0,0,0
MEG_3141/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,3,0,0,0,0,0,0,0,0,0
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,31,0,0,20,0,0,0,0,0,0
MEG_8675/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,1524,764,737,1178,892,1439,791,1089,932,1742
MEG_6543/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,0,0,0,4,0,0,3,0
MEG_1006/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,60,18,44,28,30,0,24,38,34,52
MEG_1014/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,0,18,26,16,0,0
MEG_6703/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,6
MEG_8445/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,42,0,0,0,42,0,0,0,24,0
MEG_6135/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,56,52,56,43,55,51,46,36,173,63
MEG_3140/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,4,0,0,0,0,0,0,0,0,0
MEG_12/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,418,311,301,397,410,588,274,393,370,662
MEG_2691/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBC,4,0,0,0,0,0,0,0,0,0
MEG_6115/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,143,262,106,198,131,157,84,0,215,360
MEG_1054/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,15,29,2,8,0,11,6,5,2,20
MEG_7196/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,2047,1382,1147,1459,1891,1596,1123,1432,1595,2135
MEG_3177/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,35,43,0,35,27,33,22,0,20,74
MEG_885/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,1,0,0,0,0,0,0,0
MEG_7855/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,6,5,6,5,5,8,0,6,42,0
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,26,24,10,37,13,13,14,8,21,2
MEG_7225/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,52,22,20,50,42,40,30,46,34,38
MEG_1173/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,0,0,0,0,6,0,0,0,0,0
MEG_413/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,7,18,0,6,12,7,3,80,0
MEG_2795/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,3,0,0,0,0,0,0,0,6
MEG_5775/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PFR,0,0,0,0,0,0,22,18,0,0
MEG_2807/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,14,0,20,0,0,0,0,2,0
MEG_6629/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,30,12,12,98,33,21,22,11,9,6
MEG_7976/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/ARNT,0,30,0,0,0,0,0,0,0,0
MEG_2700/Drugs/Cationic_antimicrobial_peptides/Edeine_acetyltransferase/EDEQ,0,0,0,0,0,32,0,0,0,0
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,2
MEG_1575/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,14,2,15,0,0,0,4,0,4,0
MEG_8071/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRE,0,0,0,0,0,0,18,0,0,0
MEG_7607/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,121,56,0,0,46,0,0,0,33
MEG_7520/Drugs/Glycopeptides/VanM-type_regulator/VANSM,0,0,0,54,40,48,32,58,0,0
MEG_6545/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,7,0,0,4,0,0,0,0,0,0
MEG_4281/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,6,0
MEG_6886/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_7058/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,26,37,19,0,17,18,48,21,26,64
MEG_6102/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,146,273,150,181,143,206,115,133,131,182
MEG_1287/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,0,0,0,6,0,0,0
MEG_3249/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,172,0,79,130,127,162,70,138,84,208
MEG_8706/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6514/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITB,0,2,0,0,0,12,0,14,0,0
MEG_1638/Drugs/betalactams/Class_A_betalactamases/CBP,0,0,0,0,88,106,44,0,0,132
MEG_6875/Drugs/betalactams/Class_A_betalactamases/TEM,20,0,0,2,4,17,6,8,12,217
MEG_3413/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,0,0,0,0,12,0,0
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,8,0,0,0,0,0,0,16,0,0
MEG_6818/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_4000/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTR,4,2,1,1,7,11,0,0,36,0
MEG_2435/Drugs/betalactams/Class_A_betalactamases/CTX,0,10,1956,106,993,671,481,336,250,0
MEG_7790/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/VMEG,0,0,0,0,0,26,0,0,0,0
MEG_3596/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LMRC,0,0,0,0,0,0,0,0,32,0
MEG_6516/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITD,0,0,0,0,0,76,0,0,0,0
MEG_4033/Drugs/MLS/Macrolide_phosphotransferases/MPHB,47,0,52,70,0,0,0,34,0,0
MEG_6755/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3230/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,26,0,0,0,0,0,0
MEG_6891/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,6
MEG_6854/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,8
MEG_6532/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/SMR,0,0,0,0,0,0,0,0,12,0
MEG_7251/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,0,0,22
MEG_3242/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,671,445,502,523,764,735,575,540,633,782
MEG_7472/Drugs/Glycopeptides/VanC-type_regulator/VANRC,30,0,0,0,0,0,0,0,0,90
MEG_7309/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,265,247,250,204,340,362,250,286,421,508
MEG_1741/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,0,0,0,0,0,40,0,0
MEG_2869/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,28,0,0,0,0,0,0,0,0,0
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,15,26,33,22,20,28,0,0,150,0
MEG_6506/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILP,72,38,0,0,0,0,0,0,0,0
MEG_7857/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,0,0,0,0,4,0,0,0,0,0
MEG_7133/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,18,14,7,31,6,7,8,34,5,25
MEG_1193/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,0,0,0,3,0,0,0,0,0,0
MEG_7867/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,2,0,0,0,0,0,0,0,0,0
MEG_2899/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,48,52,0,0,0,0,0,0,0,0
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,7,0,5,0,7,0,0,0,12
MEG_399/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,17,0,0,16,0,0,0,0,34,0
MEG_7084/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,93,31,28,116,62,36,47,123,49,53
MEG_3513/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,28,17,12,15,31,19,15,0,71,0
MEG_8273/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORC,0,0,0,0,24,38,0,38,0,76
MEG_2132/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CRP,122,71,104,105,116,118,131,66,143,218
MEG_964/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,0,2
MEG_7439/Drugs/Glycopeptides/VanI-type_resistance_protein/VANI,0,78,0,0,0,0,0,0,0,0
MEG_7219/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,7,0,7,4,4,0,0,0,6
MEG_8254/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1284,1279,530,531,822,1106,765,1051,1003,1325
MEG_2145/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,4,0,11,0
MEG_6869/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,6
MEG_2039/Metals/Copper_resistance/Copper_resistance_protein/COPB,0,0,2,0,0,0,0,0,2,0
MEG_408/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRE,32,58,0,0,0,0,0,0,0,0
MEG_988/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,80,0,0,0,0,114,0,60,88,148
MEG_6143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/RPSJ/RequiresSNPConfirmation,5,14,6,6,0,0,2,0,0,2
