gene_accession,CRA02e_t2_M_BC,CRA01u_t2_M_BC,CRA05e_t2_M_QC,CRA01e_t2_M_BC,CRA04u_t2_M_QC,CRA03u_t2_M_BC,CRA03e_t2_M_BC,CRA02u_t2_M_BC,CRA04e_t2_M_QC,CRA05u_t2_M_QC
MEG_6638/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,15,14,15,12,8,3,9,27,27,4
MEG_8411/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,30,0,0,0,0,0,0
MEG_8290/Drugs/betalactams/Mutant_porin_proteins/OMPK36/RequiresSNPConfirmation,17,12,18,4,0,26,26,0,101,29
MEG_2722/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRA,0,0,0,0,0,0,18,0,24,52
MEG_3129/Drugs/betalactams/Class_A_betalactamases/GES,0,0,0,0,0,0,0,0,2,0
MEG_5321/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/OXYRKP,16,28,22,16,6,33,48,18,48,150
MEG_6655/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHA,0,0,0,0,0,0,15,0,14,12
MEG_4280/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,0,21,11,0,4,17
MEG_6864/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,4,2,0
MEG_3073/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,18,0,0,0,0,0,0,24,0,0
MEG_4061/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/MSBA,0,37,59,42,0,88,77,64,54,117
MEG_185/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,34,0,0,0,0,0,70,0
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,64,23,0,21,57,129,58,0,90,128
MEG_1151/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,16,182,0,16,0,16,33,0,24,47
MEG_7068/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,21,9,0,10,0,7,0,26,0,0
MEG_7342/Drugs/Glycopeptides/VanA-type_resistance_protein/VANA,4,0,0,0,0,0,0,0,0,0
MEG_8675/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,661,856,1316,490,1190,1485,767,1640,1118,2689
MEG_6615/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,4,0,2,13,0,0
MEG_1740/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEB,0,0,0,0,0,0,0,0,70,0
MEG_6587/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,2,0,0
MEG_7033/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,4,0,0,8,0,7,0,12,7,10
MEG_2095/Metals/Copper_resistance/Copper_resistance_regulator/CORS,0,0,0,0,0,0,0,0,54,0
MEG_414/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,0,0,0,0,43,22,0,0,0
MEG_2556/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,8,12,0
MEG_3027/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSX,0,0,0,0,0,0,0,0,0,4
MEG_6960/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERW,0,0,0,0,0,0,0,0,0,60
MEG_6092/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,64,0,0,69,0,30,34,41
MEG_6885/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3512/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,25,20,16,0,16,14,0,26,88
MEG_811/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_6515/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITC,0,3,0,0,0,0,8,0,0,50
MEG_1704/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CHR,0,0,0,0,0,0,6,0,0,0
MEG_6098/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,140,111,115,99,96,169,73,247,114,208
MEG_3627/Drugs/Lipopeptides/Colistin-resistant_mutant/LPXC/RequiresSNPConfirmation,38,14,0,0,0,0,0,0,41,56
MEG_729/Drugs/betalactams/Penicillin_binding_protein/AMPH,22,0,9,0,0,0,20,0,35,35
MEG_2672/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,3,4
MEG_6514/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITB,0,10,32,0,22,16,18,0,24,72
MEG_3801/Drugs/betalactams/Penicillin_binding_protein/MECD,0,0,0,0,0,0,0,0,66,0
MEG_6617/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,16,21,30,14,17,7,17,29,42,6
MEG_7615/Drugs/Glycopeptides/VanA-type_accessory_protein/VANZA,0,0,6,0,0,0,0,0,12,0
MEG_4666/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,14,0
MEG_7802/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VMLR,0,0,0,0,0,0,0,0,54,0
MEG_2393/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,0,10
MEG_7215/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,44,42,26,34,10,46,26,102,30,51
MEG_6110/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,169,110,112,103,90,181,64,229,143,222
MEG_6931/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,128,74,126,96,104,170,77,154,132,200
MEG_3804/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,0,0,4,6,0,0,8,0
MEG_6539/Biocides/Multi-biocide_resistance/Multi-biocide_MFS_efflux_pump/SMVA,0,0,0,0,0,0,14,0,0,0
MEG_120/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,8,0
MEG_3233/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,61
MEG_6104/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,131,260,0,209,0,0,0,197,472
MEG_6544/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,34,0,0,0,0,62,30,0,32,0
MEG_2842/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,0,0,0,0,0,0,0,0,20,0
MEG_8634/Drugs/Lipopeptides/Colistin-resistant_mutant/PMRAR/RequiresSNPConfirmation,0,6,0,0,0,6,16,0,16,41
MEG_3943/Drugs/Multi-drug_resistance/MDR_regulator/MGRA,0,0,0,0,16,0,0,38,20,0
MEG_3980/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,919,527,870,496,893,1040,553,1221,951,1896
MEG_5337/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,98,102,129,105,108,144,57,135,164,157
MEG_3246/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,269,121,239,113,126,130,116,190,201,221
MEG_8689/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALC,250,141,170,0,152,0,0,136,183,0
MEG_7271/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIA,44,0,0,0,0,66,40,0,0,88
MEG_1834/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,9,0,13,0
MEG_1971/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,2,0,0,0,0,0,0,0
MEG_7333/Drugs/Glycopeptides/VanA-type_resistance_protein/VAN/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,20,0
MEG_2787/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,18,0,0,0,0,0,50,0
MEG_2097/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/CPAA,0,0,6,0,0,0,0,0,0,0
MEG_2444/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CUID,0,0,14,0,0,26,4,0,13,29
MEG_3838/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,0,0,0,56,0
MEG_2675/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,2,2,0,4,10
MEG_2782/Drugs/MLS/23S_rRNA_methyltransferases/ERM44,0,0,0,0,0,0,0,0,10,0
MEG_1097/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,10,24,12,2,0,3,13,5,0,0
MEG_3006/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,24,0,0,0,0,28,0
MEG_7198/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,16,11,0,0,0,11,11,15,0,19
MEG_1726/Drugs/Multi-drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CLBA,0,0,20,0,0,0,0,0,0,0
MEG_4196/Metals/Nickel_resistance/Nickel_resistance_protein/NIRB,28,4,0,0,0,16,0,0,0,0
MEG_413/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,5,0,0,0,0,51,11,0,5,0
MEG_7169/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,10,6,12,4,8,8,10,28,8,16
MEG_7931/Drugs/betalactams/Class_C_betalactamases/ADC,0,0,0,0,0,0,0,0,17,0
MEG_2831/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,22,0,0,0,0
MEG_3646/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAB,106,0,0,0,0,66,30,104,104,0
MEG_7116/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,69,50,22,60,8,37,24,174,6,42
MEG_4042/Drugs/MLS/Macrolide_phosphotransferases/MPHE,0,0,12,0,0,0,0,0,0,0
MEG_2701/Biocides/Acid_resistance/Acid_resistance_protein/EEFA,0,0,0,0,0,24,21,0,0,50
MEG_5355/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,19,0
MEG_5784/Drugs/Lipopeptides/Colistin-resistant_mutant/PHOP/RequiresSNPConfirmation,0,0,0,0,0,34,20,42,26,0
MEG_6593/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,2,0,0
MEG_5372/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,48,0,37,0,0,0,88,41,48
MEG_1478/Drugs/Glycopeptides/Bleomycin_resistance_protein/BRP,0,0,0,12,0,0,0,0,0,0
MEG_7514/Drugs/Glycopeptides/VanL-type_regulator/VANSL,18,0,0,0,0,0,0,0,28,0
MEG_4103/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MVRC,0,0,0,0,0,0,6,0,0,4
MEG_7625/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATD,0,0,0,0,0,0,0,0,12,0
MEG_3285/Metals/Nickel_resistance/Nickel_resistance_protein/HUPN,0,0,0,0,0,0,8,0,4,0
MEG_3662/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,0,0,0,0,0,0,1,0,4,1
MEG_7118/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,101,102,26,38,35,35,25,243,13,39
MEG_7123/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,39,16,16,27,15,22,11,51,5,11
MEG_5780/Drugs/Lipopeptides/Daptomycin-resistant_mutant/PGSA/RequiresSNPConfirmation,0,0,0,0,0,14,0,0,16,0
MEG_6153/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/RUVB,0,0,0,9,0,0,0,0,0,0
MEG_5786/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_regulator/PHOR,0,0,18,0,0,30,51,0,21,37
MEG_4199/Metals/Nickel_resistance/Nickel_resistance_protein/NIXA,0,0,0,0,0,0,0,0,20,0
MEG_3193/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,76,0,94,0,0,0,0,0,86,0
MEG_1047/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,28,0,0,0,0,0,0,20,0
MEG_3750/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,47,22,33,16,0,251,68,0,93,67
MEG_3588/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,20,0,0,0,0
MEG_969/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_6656/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHB,18,0,0,0,0,22,9,0,30,12
MEG_4289/Drugs/betalactams/Mutant_porin_proteins/OMPFB/RequiresSNPConfirmation,0,30,6,0,0,0,29,0,38,40
MEG_2653/Metals/Copper_resistance/Copper_resistance_protein/DNAK,128,106,224,82,217,240,122,292,195,421
MEG_5329/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,31,36,0,0,0,0,0,54,0
MEG_7228/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,16,7,4,0,4,12,30,10,16
MEG_2930/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,0,0,0,2
MEG_6135/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,79,59,80,51,44,115,75,43,90,154
MEG_6778/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2771/Drugs/MLS/23S_rRNA_methyltransferases/ERM,90,0,0,52,0,74,0,72,90,108
MEG_6678/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2791/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,8,7,2,11,0,9,2,13,0,2
MEG_3226/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,52,47,41,0,0,131,76,0,40,128
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,259,204,224,254,225,248,165,310,225,348
MEG_2516/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,0,4
MEG_8247/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/MEXC1,0,0,0,0,0,0,0,0,46,0
MEG_6639/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULIII,0,0,0,26,0,40,0,0,28,94
MEG_3605/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,0,0,22,0
MEG_6158/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,0,0,8,0
MEG_7412/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,22,0,0,0,0,0,0,0,0,0
MEG_5325/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,79,24,56,0,0
MEG_7392/Drugs/Glycopeptides/VanG-type_resistance_protein/VANG,0,0,0,0,0,0,0,0,24,0
MEG_6133/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,180,110,149,99,115,156,77,207,113,238
MEG_2878/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,0,0,0,0,0,0,0,0,24,0
MEG_1054/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,14,21,18,4,0,4,4,8,0,0
MEG_3142/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,5,0,0,0,6,0,10,16
MEG_5348/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,28,0,0,0,30,30,0,46,72
MEG_3988/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,2211,1027,1327,626,1058,1939,617,2100,1000,2413
MEG_6558/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SRMB,180,0,0,0,0,0,133,0,0,0
MEG_7812/Metals/Iron_resistance/Iron_resistance_protein/YBTQ,0,0,30,0,0,0,25,0,12,0
MEG_776/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_6128/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,185,124,143,90,109,132,78,189,131,215
MEG_3610/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,0,0,0,0,0,0,12,0
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,4,0,0,0,2,0,10,2,10
MEG_1005/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,14,0,0,0,0,0,0,0
MEG_6542/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,10,0,0,0,36,6,38,20,26
MEG_4750/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,18,0,0,44,0
MEG_2739/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/EPTA,0,0,0,0,0,0,53,0,104,131
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,218,185,231,95,28,150,76,248,42,102
MEG_964/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,2,0,0,0,0,0,2,0,0
MEG_7841/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YODB,0,0,0,2,0,0,4,0,2,4
MEG_2019/Metals/Copper_resistance/Copper_resistance_protein/COPA,31,0,38,14,0,95,28,0,61,47
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,74,68,25,43,20,56,38,227,12,41
MEG_1748/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,16,0,18,0,18,0,0,0,18,32
MEG_7043/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,171,148,175,239,132,186,100,230,166,221
MEG_1026/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,0,0,0,0,0,0,4
MEG_3832/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MEPA,0,0,0,0,0,0,0,0,22,0
MEG_703/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADER,0,0,0,0,20,0,0,0,40,0
MEG_3755/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTH,30,0,0,0,0,9,30,0,24,18
MEG_805/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,2,0,0,0,0,0,2,0,0
MEG_8262/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRL,68,0,66,0,0,72,50,0,66,0
MEG_1192/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,2,0,5,2,0,11,25,3,38,40
MEG_888/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,4,0,0,0,0,0,0,0,0
MEG_3448/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/KDPE,0,0,0,8,0,0,12,0,18,17
MEG_4220/Metals/Nickel_resistance/Nickel_resistance_regulator/NRSR,0,0,0,0,0,0,0,0,28,0
MEG_6919/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,4,2,0
MEG_4162/Metals/Sodium_resistance/Sodium_resistance_protein/NHAA,0,0,0,24,0,0,37,0,20,54
MEG_6692/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,2,0,0
MEG_8433/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,14,0,0
MEG_7303/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,808,490,715,424,419,939,317,1343,545,1137
MEG_803/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,2,0,0,0
MEG_1169/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSM,0,0,0,0,0,0,10,0,0,0
MEG_3798/Drugs/betalactams/Penicillin_binding_protein/MECC,114,0,0,0,0,0,0,0,64,0
MEG_7124/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,19,51,10,51,13,26,17,130,3,38
MEG_8423/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,20,0
MEG_3184/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,249,156,275,187,147,259,141,293,256,266
MEG_2071/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,0,0,0,0,0,26
MEG_8451/Drugs/Multi-drug_resistance/MDR_regulator/PARR,0,0,0,0,0,8,0,0,0,0
MEG_1046/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,16,18,14,0,0,7,7,4,0,0
MEG_8/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,3030,2062,3798,2343,1183,2092,1236,2147,4129,1931
MEG_1628/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,16,0,0,0,0,28,34,0
MEG_6510/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/SILS,0,0,0,0,0,0,12,0,34,0
MEG_7577/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,0,7,0,0,0,0,0,0,0,0
MEG_1270/Drugs/betalactams/Class_C_betalactamases/BLAC,0,0,0,0,0,0,0,0,12,0
MEG_7319/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,292,159,282,174,138,280,120,509,212,376
MEG_2451/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSF,0,0,0,0,0,0,14,0,16,14
MEG_6929/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,2,0
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_6894/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,4,0,0
MEG_7532/Drugs/Glycopeptides/VanG-type_resistance_protein/VANTG,0,0,68,0,0,0,0,0,126,0
MEG_4377/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/OSCA,4,2,0,10,0,4,0,0,0,0
MEG_3441/Drugs/betalactams/Class_B_betalactamases/JOHN,0,0,14,0,10,0,0,0,30,0
MEG_843/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,3,0,0,0,0,0,0,0,0
MEG_7218/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,16,12,4,4,0,2,2,16,12,9
MEG_4057/Drugs/Lipopeptides/Daptomycin-resistant_mutant/MPRFD/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,60,0
MEG_5389/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,96,0,338
MEG_5422/Metals/Copper_resistance/Copper_resistance_protein/PCOD,0,0,0,0,0,0,10,0,0,0
MEG_7810/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/WTPC,0,0,0,0,0,54,0,0,52,0
MEG_7485/Drugs/Glycopeptides/VanO-type_regulator/VANRO,0,0,0,0,0,0,0,28,0,0
MEG_1686/Drugs/betalactams/Class_A_betalactamases/CFX,0,0,0,0,0,0,0,0,14,0
MEG_8151/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,59,78,111,32,69,134,87,94,115,287
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,33,35,12,25,7,35,14,94,5,17
MEG_7683/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGA,0,0,40,0,0,0,0,0,46,0
MEG_883/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,2,1,0,0
MEG_1055/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,6,6,4,0,0,10,7,8,0,4
MEG_4329/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,7,0,0,0
MEG_3244/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,208,135,143,88,130,247,181,111,184,294
MEG_407/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,0,0,0,0,38,15,0,50,118
MEG_8676/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RPSE/RequiresSNPConfirmation,8,12,0,0,0,28,18,0,0,0
MEG_3268/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/HMRM,0,0,26,0,0,0,0,0,0,0
MEG_318/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,18,0,0,22,0
MEG_4201/Drugs/betalactams/Class_A_betalactamases/NMCA,0,0,0,0,0,0,0,0,16,0
MEG_2732/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,0,0,0,0,0,0,0,0,18,12
