gene_accession,CAS05u_t2_M_AB,CAS04e_t2_M_AB,CAS01e_t2_M_AB,CAS03u_t2_M_AB,CAS02e_t2_M_AB,CAS04u_t2_M_AB,CAS03e_t2_M_AB,CAS05e_t2_M_AB,CAS01u_t2_M_AB,CAS02u_t2_M_AB
MEG_277/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,8,0
MEG_2714/Biocides/Quaternary_Ammonium_Compounds_(QACs)_resistance/QAC_efflux_pump/EMEA,104,0,0,0,98,0,106,0,118,124
MEG_3288/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,4,7,0,2,0,13,29,5,0
MEG_352/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,36,0
MEG_6541/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,0,0,0,14,0,0,0,0,0
MEG_1652/Biocides/Biguanide_resistance/Biguanide_cation_efflux/CEPAB,4,11,29,4,16,20,111,85,39,11
MEG_7213/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,9,14,8,2,2,10,12,27,16,12
MEG_2726/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRBSM,0,0,0,0,0,0,0,24,0,0
MEG_6662/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,0,0,0
MEG_458/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,2,0,0
MEG_2701/Biocides/Acid_resistance/Acid_resistance_protein/EEFA,0,14,0,0,4,0,28,95,0,16
MEG_1077/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,4,0,0,0,0
MEG_7998/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,0,0,0,0,0,0,12
MEG_5826/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,12,0,0,0,0,0,0,0
MEG_6108/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,187,301,246,234,279,357,678,182,363,259
MEG_6805/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,0,0,0
MEG_2844/Drugs/MLS/23S_rRNA_methyltransferases/ERMR,33,20,20,64,13,31,21,14,13,8
MEG_5405/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,0,0,0,24,0,0,24,0,0,0
MEG_940/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,2,0,0,0,0,0,0,0,0
MEG_4288/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,7,0,0,0,0,42,26,0,0
MEG_7268/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLCSM,0,0,0,0,0,0,0,12,0,0
MEG_7320/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,17,25,41,28,57,46,39,63,51,75
MEG_6639/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULIII,0,0,0,0,0,0,0,0,0,70
MEG_3612/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUE,0,0,0,0,0,0,0,0,0,12
MEG_2791/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,8,0,3,0,5,3,7,8,0
MEG_6042/Drugs/betalactams/Class_A_betalactamases/RAHN,0,0,0,0,4,0,0,0,0,0
MEG_2940/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,58,0
MEG_4665/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,18,0
MEG_7334/Drugs/Glycopeptides/VanA-type_resistance_protein/VAN,0,0,8,0,0,0,0,0,0,0
MEG_7525/Drugs/Glycopeptides/VanC-type_resistance_protein/VANTC,142,0,0,0,0,0,142,0,196,148
MEG_8639/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/POXT,34,0,0,50,52,0,48,0,0,0
MEG_4282/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,2,0,0,3,4,16,28,0,0
MEG_8141/Drugs/Aminoglycosides/Gentamicin-resistant_ATP-binding_protein/GRDA,0,0,0,0,0,0,0,0,16,0
MEG_3991/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,66,196,125,181,131,60,112,181,213,117
MEG_8449/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,23,0,0,0,0,20,37,0,40
MEG_7882/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,12,0,0,0,0,0
MEG_6090/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,24,0,0,38,31,0,47,0
MEG_7851/Metals/Zinc_resistance/Zinc_resistance_protein/ZITB,4,0,0,0,0,0,36,21,0,0
MEG_3621/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUP,0,0,96,0,0,0,64,0,0,0
MEG_1479/Drugs/betalactams/Class_D_betalactamases/BSU,0,0,0,0,26,0,0,0,0,0
MEG_3189/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,23,51,24,53,44,127,112,67,29
MEG_4283/Drugs/betalactams/Mutant_porin_proteins/OMP37,0,20,0,0,9,0,50,96,0,0
MEG_1052/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,0,0,6,0,0,0,0
MEG_4843/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,26,16,0,0,18,0,30,0
MEG_6878/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,4,0
MEG_6612/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_6844/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3273/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/HP,0,0,0,0,36,0,0,42,56,0
MEG_75/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,28,40,0
MEG_3129/Drugs/betalactams/Class_A_betalactamases/GES,0,0,0,0,0,0,13,0,0,0
MEG_8680/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRS/RequiresSNPConfirmation,1507,943,896,1436,1380,1497,1212,1657,1813,1190
MEG_6681/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3291/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,4,4,0,0,3,0,21,30,0,0
MEG_3282/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,0,0,0,0,32,0
MEG_1914/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,2,2,0,0
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,7,2,0,18,9,0,2,18,9,4
MEG_8675/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,1089,795,1117,1202,1383,1831,1126,1676,1646,1368
MEG_4360/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,9,0,0
MEG_8659/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,0,0,0,0,0,0,5,5,0,0
MEG_1566/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,2,0,0,0
MEG_5782/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,0,0,16,2,4,0,37,47,6,0
MEG_705/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET1,0,0,0,0,36,0,0,0,42,0
MEG_7094/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,0,12,0,25,179,6,12,98,4,29
MEG_5374/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,30,17,62,0,46,56,205,81,50,29
MEG_6542/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,40,16,14,0,20,13,69,36,28,26
MEG_1745/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEF,0,0,0,0,0,0,0,0,0,112
MEG_8693/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SEPA,14,0,22,14,16,0,18,0,0,0
MEG_2754/Drugs/MLS/Macrolide_esterases/ERED,0,76,26,0,46,44,0,0,58,0
MEG_7308/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,49,45,27,0,31,60,45,0,47,33
MEG_2909/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/FIEF,11,0,12,0,0,0,66,24,17,14
MEG_1277/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,14,0,0,0
MEG_7218/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,8,0,2,8,0,14,6,6,6
MEG_679/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADEC,0,0,0,0,0,0,0,0,0,30
MEG_6734/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7124/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,18,21,13,12,23,20,12,21,17,27
MEG_6622/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,19,4,15,11,7,18,23,20,31,10
MEG_2963/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,50,0,0,0,0,0,0,78
MEG_7130/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,11,8,12,4,13,12,9,17,4,14
MEG_1151/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,0,0,0,4,41,0,23,33,0,0
MEG_6625/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,6,8,6,18,20,11,20,10,20,19
MEG_6893/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,2,0,0,2,0
MEG_3913/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXG,0,0,0,0,0,0,0,12,0,0
MEG_5175/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,18
MEG_1170/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSP,0,0,34,0,0,0,0,0,56,30
MEG_3647/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAC,0,84,100,0,138,0,84,78,190,86
MEG_415/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRS,0,0,0,2,4,0,11,3,0,0
MEG_891/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,2,0,0,0,0,0,0,0,0,0
MEG_3798/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,38,0,0,0,0,66
MEG_1970/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,4,0,0
MEG_6886/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,2
MEG_211/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,10,0
MEG_189/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,92,56
MEG_2736/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,0,0,0,0,0,0,51,18,0,0
MEG_730/Drugs/betalactams/Penicillin_binding_protein/AMPH,0,13,0,0,23,0,30,78,0,0
MEG_6111/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,138,117,65,98,106,103,112,91,129,105
MEG_6889/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_6499/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILA,0,0,0,0,34,0,68,123,0,0
MEG_6144/Drugs/Aminoglycosides/Aminoglycoside-resistant_30S_ribosomal_protein_S12/RPSL/RequiresSNPConfirmation,117,92,125,131,131,213,92,181,156,142
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,3,0,17,0,0,0,18,41,13,0
MEG_1121/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ARMR,0,0,0,0,0,0,0,2,0,0
MEG_2025/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,0,0,0,62
MEG_3646/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAB,0,0,0,0,0,0,0,0,104,150
MEG_6123/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,101,166,130,100,177,183,314,139,172,134
MEG_7069/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,8,7,0,0,6,0,6,4,0,0
MEG_2721/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRA,0,0,0,0,0,0,38,40,0,0
MEG_4662/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,12,0,18,0
MEG_1173/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,6,0,4,0,0,0,10,7,0,0
MEG_4223/Drugs/Oxazolidinone/Oxazolidinone-resistant_23S_rRNA_mutation/O23S/RequiresSNPConfirmation,13742,8181,6157,12411,11061,12431,9089,11060,14217,11059
MEG_6855/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,2,0
MEG_2779/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,28,0,0,0,22,0,0,14
MEG_4088/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/MTRR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,12,0
MEG_5365/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,32,10,28,16,47,25,92,112,49,16
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,15,17,14,12,19,14,14,21,8,36
MEG_497/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,6,0,2,13,0,0
MEG_1019/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,27,34,0,0,39,32,23,11,36,51
MEG_6114/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,225,262,127,193,220,300,298,256,312,196
MEG_3234/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,32,61,0,55,57,75,76,0,0
MEG_7264/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,19,10,16,0,14,0,36,27,0,0
MEG_7833/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YHCN,0,0,0,0,2,0,4,15,0,0
MEG_74/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,14,0,0,0,22,0,0,0
MEG_2677/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,4,0,0,0
MEG_7068/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,11,7,0,0,4,0,11,0,0,0
MEG_1046/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,3,0,8,17,4,1,7,31
MEG_4346/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,4,33,0,0
MEG_4324/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,10,0,0
MEG_1748/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,0,18,0,0,0,0,0,0,0
MEG_6941/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,6,0
MEG_6624/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,20,6,15,13,9,17,29,19,24,34
MEG_1640/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,0,0,32,0
MEG_6548/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/SOXR/RequiresSNPConfirmation,0,0,0,0,2,0,11,15,0,0
MEG_3976/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,8838,9188,7861,10836,10427,14506,10391,9934,13650,10947
MEG_6740/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,0,4,0,0,4,0
MEG_804/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,2,0,0,0,0,0,0,0,0
MEG_2019/Metals/Copper_resistance/Copper_resistance_protein/COPA,26,13,59,0,35,44,128,91,34,0
MEG_7055/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETBP,0,0,0,80,0,0,0,0,90,96
MEG_5375/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,685,1011,574,681,1051,714,981,638,753,999
MEG_3641/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/LSA,0,0,78,0,110,186,160,0,116,146
MEG_7185/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,0,39,89,25,45,100,47,13,67,20
MEG_5352/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,38,0
MEG_2080/Metals/Copper_resistance/Copper_resistance_regulator/COPY,0,0,0,24,0,0,0,0,0,0
MEG_949/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,2,0,0,0,0,0,0,0,0,0
MEG_7032/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,0,4,0
MEG_2087/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,6,10,13,7,1,24,112,33,20,2
MEG_7070/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,614,1022,463,661,761,786,986,602,933,731
MEG_3205/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,4,54,20,21,42,145,21,35,0
MEG_6834/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_1006/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,24,22,34,20,24,0,22,30,0
MEG_7862/Metals/Zinc_resistance/Zinc_resistance_regulator/ZRAR,4,0,0,0,0,0,47,70,0,0
MEG_3069/Drugs/Fusidic_acid/Ribosomal_zinc-binding_protein/FUSD,0,0,12,0,0,0,0,0,0,0
MEG_7033/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,8,0,0,0,4,0
MEG_1744/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEE,52,60,56,82,134,68,0,66,80,88
MEG_6730/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_3998/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTH,30,28,0,0,34,0,74,76,0,33
MEG_7257/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/TLRCM,0,0,0,0,0,167,128,196,183,0
MEG_401/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,0,22,51,18,45,28,352,245,22,0
MEG_6044/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMA,0,4,0,0,2,0,7,18,0,0
MEG_6925/Drugs/betalactams/Class_A_betalactamases/TEM,2,2,0,0,0,0,0,0,0,0
MEG_2128/Metals/Copper_resistance/Copper_resistance_regulator/CRDS,0,0,0,0,0,0,0,0,32,0
MEG_3217/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,158,149,102,110,202,245,166,164,118,163
MEG_5381/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,17,33,7,8,18,43,17,22,0
MEG_4299/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/OPRM,0,0,14,0,0,0,0,0,0,0
MEG_7275/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIC,0,0,0,0,0,0,0,82,0,0
MEG_2676/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,2,0,0,0,0,0,0,0,0
MEG_2900/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,40,0,0,37,0,45,30,0,49
MEG_4171/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,1,0,0,0,14,0,22,23,0,0
MEG_2823/Drugs/MLS/23S_rRNA_methyltransferases/ERMD,0,0,0,0,0,0,0,0,0,22
MEG_4163/Metals/Sodium_resistance/Sodium_resistance_protein/NHAB,8,0,0,0,6,0,23,38,0,0
MEG_1574/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,17,7,0,0,0,0,2,11,11
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,26,68,26,4,103,28,18,24,18
MEG_3740/Drugs/Multi-drug_resistance/MDR_23S_rRNA_mutation/MDR23S/RequiresSNPConfirmation,0,13,0,0,0,0,0,0,0,43
MEG_2896/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECE,0,0,0,0,0,0,0,24,0,0
MEG_4215/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/NPMA,0,0,0,0,0,0,0,0,0,38
MEG_706/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET2,0,0,0,0,0,0,0,0,0,40
MEG_6835/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,2,0
MEG_7474/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,0,0,48,32,0,32,0,36,42
MEG_5393/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,10,15,12,0,23,6,10,42,17,0
MEG_6531/Biocides/Multi-biocide_resistance/Multi-biocide_MFS_efflux_pump/SMFY,4,0,0,0,0,0,0,0,0,0
MEG_3983/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,2105,2301,1557,2597,2458,3192,2626,2358,2843,2259
MEG_7134/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,41,32,13,19,25,34,10,34,31,21
MEG_4339/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,8,0,0,0
MEG_8035/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/CPRR,0,0,34,0,22,0,28,44,0,0
MEG_4668/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,16
MEG_5348/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,30,0,41,0,30,0,74,44,0,46
MEG_5749/Drugs/betalactams/Class_B_betalactamases/PEDO,0,0,0,0,0,0,0,0,0,14
MEG_1279/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,8,0,0,0
MEG_7811/Metals/Iron_resistance/Iron_resistance_protein/YBTP,0,0,0,0,0,0,32,18,0,0
MEG_2720/Biocides/Multi-biocide_resistance/Multi-biocide_MATE_efflux_pump/EMMDR,0,52,0,43,70,58,148,95,64,53
MEG_6134/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,0,42,0,25,43,0
MEG_5301/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,0,0,0,6,0,0
MEG_7048/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,142,205,113,101,183,164,145,118,188,170
MEG_1144/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSA,0,0,0,0,16,0,28,36,0,0
MEG_7516/Drugs/Glycopeptides/VanM-type_regulator/VANSM,0,0,0,0,0,0,0,0,12,0
MEG_3295/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/ILES,1182,765,1161,1214,1549,1741,1149,1762,1680,1426
MEG_3180/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,117,81,77,97,129,156,109,131,118,160
MEG_3233/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,34,0
MEG_404/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,32,38,74,28,51,73,244,181,90,64
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,225,158,198,247,287,312,0,347,349,301
MEG_1580/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,12,0
MEG_6047/Drugs/Rifampin/RNA-polymerase_binding_protein/RBPA,0,0,0,2,0,0,0,0,6,8
MEG_6678/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,2,0,0,0,0
MEG_6506/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILP,36,0,0,36,34,0,62,30,0,0
MEG_6558/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SRMB,0,0,0,0,0,0,0,221,0,190
MEG_729/Drugs/betalactams/Penicillin_binding_protein/AMPH,14,27,0,0,9,0,48,52,0,0
MEG_3626/Drugs/Lipopeptides/Colistin-resistant_mutant/LPXA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,14,10
MEG_6517/Drugs/betalactams/Class_B_betalactamases/SLB,0,0,0,0,36,0,0,0,0,0
MEG_5320/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,0,0,0,8,0,0
MEG_9/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1644,1108,1109,1685,1676,1859,1339,1829,1924,1618
